image,emotion
Alvaro_Uribe_0008.jpg,neutral
Alvaro_Uribe_0009.jpg,neutral
Alvaro_Uribe_0010.jpg,neutral
Alvaro_Uribe_0011.jpg,neutral
Alvaro_Uribe_0012.jpg,neutral
Alvaro_Uribe_0013.jpg,neutral
Alvaro_Uribe_0014.jpg,surprise
Alvaro_Uribe_0015.jpg,neutral
Alvaro_Uribe_0017.jpg,neutral
Alvaro_Uribe_0018.jpg,neutral
Alvaro_Uribe_0019.jpg,neutral
Alvaro_Uribe_0020.jpg,happiness
Alvaro_Uribe_0021.jpg,neutral
Alvaro_Uribe_0022.jpg,happiness
Alvaro_Uribe_0023.jpg,neutral
Alvaro_Uribe_0024.jpg,neutral
Alvaro_Uribe_0025.jpg,neutral
Alvaro_Uribe_0026.jpg,neutral
Alvaro_Uribe_0027.jpg,neutral
Alvaro_Uribe_0028.jpg,neutral
Alvaro_Uribe_0029.jpg,neutral
Alvaro_Uribe_0030.jpg,neutral
Alvaro_Uribe_0031.jpg,happiness
Alvaro_Uribe_0032.jpg,happiness
Alvaro_Uribe_0033.jpg,neutral
Alvaro_Uribe_0034.jpg,neutral
Alvaro_Uribe_0035.jpg,neutral
Alyse_Beaupre_0001.jpg,happiness
Alyson_Hannigan_0001.jpg,happiness
Aly_Wagner_0001.jpg,happiness
Al_Cardenas_0001.jpg,neutral
Al_Davis_0001.jpg,happiness
Al_Davis_0002.jpg,neutral
Al_Gore_0001.jpg,neutral
Al_Gore_0002.jpg,anger
Al_Gore_0003.jpg,neutral
Al_Gore_0004.jpg,neutral
Al_Gore_0005.jpg,neutral
Al_Gore_0006.jpg,neutral
Al_Gore_0007.jpg,happiness
Al_Gore_0008.jpg,neutral
Al_Leiter_0001.jpg,happiness
Al_Pacino_0001.jpg,neutral
Al_Pacino_0002.jpg,neutral
Al_Pacino_0003.jpg,happiness
Al_Sharpton_0001.jpg,neutral
Al_Sharpton_0002.jpg,neutral
Al_Sharpton_0003.jpg,neutral
Al_Sharpton_0004.jpg,neutral
Al_Sharpton_0005.jpg,surprise
Al_Sharpton_0006.jpg,neutral
Al_Sharpton_0007.jpg,neutral
Amanda_Beard_0001.jpg,happiness
Amanda_Beard_0002.jpg,happiness
Amanda_Bynes_0001.jpg,happiness
Amanda_Bynes_0002.jpg,happiness
Amanda_Bynes_0003.jpg,neutral
Amanda_Bynes_0004.jpg,neutral
Amanda_Coetzer_0001.jpg,sadness
Amanda_Coetzer_0002.jpg,neutral
Amanda_Marsh_0001.jpg,happiness
Amanda_Plumer_0001.jpg,happiness
Amber_Frey_0001.jpg,sadness
Amber_Tamblyn_0001.jpg,neutral
Amber_Tamblyn_0002.jpg,happiness
Ambrose_Lee_0001.jpg,neutral
Amelia_Vega_0001.jpg,happiness
Amelia_Vega_0002.jpg,happiness
Amelia_Vega_0003.jpg,happiness
Amelia_Vega_0004.jpg,happiness
Amelia_Vega_0005.jpg,happiness
Amelia_Vega_0006.jpg,happiness
Amelia_Vega_0007.jpg,happiness
Amelie_Mauresmo_0001.jpg,neutral
Amelie_Mauresmo_0002.jpg,surprise
Amelie_Mauresmo_0003.jpg,neutral
Amelie_Mauresmo_0004.jpg,neutral
Amelie_Mauresmo_0005.jpg,surprise
Amelie_Mauresmo_0006.jpg,neutral
Amelie_Mauresmo_0007.jpg,neutral
Amelie_Mauresmo_0008.jpg,neutral
Amelie_Mauresmo_0009.jpg,surprise
Amelie_Mauresmo_0010.jpg,happiness
Amelie_Mauresmo_0011.jpg,neutral
Amelie_Mauresmo_0012.jpg,happiness
Amelie_Mauresmo_0013.jpg,neutral
Amelie_Mauresmo_0014.jpg,surprise
Amelie_Mauresmo_0015.jpg,neutral
Amelie_Mauresmo_0016.jpg,neutral
Amelie_Mauresmo_0017.jpg,neutral
Amelie_Mauresmo_0018.jpg,neutral
Amelie_Mauresmo_0019.jpg,neutral
Amelie_Mauresmo_0020.jpg,neutral
Amelie_Mauresmo_0021.jpg,neutral
Amer_al-Saadi_0001.jpg,neutral
Amer_al-Saadi_0002.jpg,neutral
Amer_al-Saadi_0003.jpg,neutral
Amer_al-Saadi_0004.jpg,neutral
Amporn_Falise_0001.jpg,neutral
Amram_Mitzna_0001.jpg,neutral
Amram_Mitzna_0002.jpg,happiness
Amr_Moussa_0001.jpg,neutral
Amy_Cotton_0001.jpg,happiness
Amy_Gale_0001.jpg,sadness
Amy_Pascal_0001.jpg,happiness
Amy_Redford_0001.jpg,happiness
Amy_Smart_0001.jpg,happiness
Amy_Yasbeck_0001.jpg,happiness
Anastasia_Kelesidou_0001.jpg,neutral
Anastasia_Myskina_0001.jpg,anger
Anastasia_Myskina_0002.jpg,surprise
Anastasia_Myskina_0003.jpg,anger
Anatoliy_Kinakh_0001.jpg,neutral
Ana_Claudia_Talancon_0001.jpg,happiness
Ana_Guevara_0001.jpg,happiness
Ana_Guevara_0002.jpg,happiness
Ana_Guevara_0003.jpg,happiness
Ana_Guevara_0004.jpg,happiness
Ana_Guevara_0005.jpg,neutral
Ana_Guevara_0006.jpg,happiness
Ana_Guevara_0007.jpg,happiness
Ana_Isabel_Sanchez_0001.jpg,neutral
Ana_Palacio_0001.jpg,neutral
Ana_Palacio_0002.jpg,neutral
Ana_Palacio_0003.jpg,neutral
Ana_Palacio_0004.jpg,neutral
Ana_Palacio_0005.jpg,neutral
Ana_Palacio_0006.jpg,neutral
Ana_Palacio_0007.jpg,neutral
Ana_Palacio_0008.jpg,neutral
Ana_Paula_Gerard_0001.jpg,happiness
Ana_Sebastiao_0001.jpg,happiness
Anderson_Varejao_0001.jpg,happiness
Anders_Ebbeson_0001.jpg,happiness
Anders_Ebbeson_0002.jpg,happiness
Anders_Fogh_Rasmussen_0001.jpg,surprise
Anders_Fogh_Rasmussen_0002.jpg,happiness
Anders_Fogh_Rasmussen_0003.jpg,neutral
Anders_Fogh_Rasmussen_0004.jpg,happiness
Andreas_Vinciguerra_0001.jpg,surprise
Andrea_Bocelli_0001.jpg,neutral
Andrea_De_Cruz_0001.jpg,happiness
Andrea_Kiser_0001.jpg,neutral
Andrea_Yates_0001.jpg,neutral
Andrei_Konchalovsky_0001.jpg,happiness
Andrei_Mikhnevich_0001.jpg,happiness
Andrei_Mikhnevich_0002.jpg,neutral
Andrei_Nikolishin_0001.jpg,happiness
Andres_DAlessandro_0001.jpg,happiness
Andres_Manuel_Lopez_Obrador_0001.jpg,neutral
Andres_Pastrana_0001.jpg,neutral
Andrew_Bernard_0001.jpg,neutral
Andrew_Bunner_0001.jpg,neutral
Andrew_Bunner_0002.jpg,happiness
Andrew_Caldecott_0001.jpg,neutral
Andrew_Cuomo_0001.jpg,neutral
Andrew_Cuomo_0002.jpg,happiness
Andrew_Fastow_0001.jpg,neutral
Andrew_Firestone_0001.jpg,happiness
Andrew_Gilligan_0001.jpg,neutral
Andrew_Jarecki_0001.jpg,neutral
Andrew_Luster_0001.jpg,neutral
Andrew_Niccol_0002.jpg,neutral
Andrew_Sabey_0001.jpg,neutral
Andrew_Shutley_0001.jpg,sadness
Andrew_Weissmann_0001.jpg,neutral
Andrew_Weissmann_0003.jpg,neutral
Andrew_Wetzler_0001.jpg,neutral
Andre_Agassi_0001.jpg,neutral
Andre_Agassi_0002.jpg,happiness
Andre_Agassi_0003.jpg,happiness
Andre_Agassi_0004.jpg,happiness
Andre_Agassi_0005.jpg,neutral
Andre_Agassi_0006.jpg,neutral
Andre_Agassi_0007.jpg,happiness
Andre_Agassi_0009.jpg,happiness
Andre_Agassi_0010.jpg,happiness
Andre_Agassi_0011.jpg,neutral
Andre_Agassi_0012.jpg,surprise
Andre_Agassi_0013.jpg,happiness
Andre_Agassi_0014.jpg,sadness
Andre_Agassi_0015.jpg,happiness
Andre_Agassi_0016.jpg,happiness
Andre_Agassi_0017.jpg,happiness
Andre_Agassi_0018.jpg,happiness
Andre_Agassi_0019.jpg,happiness
Andre_Agassi_0020.jpg,happiness
Andre_Agassi_0021.jpg,neutral
Andre_Agassi_0022.jpg,happiness
Andre_Agassi_0023.jpg,happiness
Andre_Agassi_0024.jpg,happiness
Andre_Agassi_0025.jpg,happiness
Andre_Agassi_0026.jpg,happiness
Andre_Agassi_0027.jpg,happiness
Andre_Agassi_0028.jpg,happiness
Andre_Agassi_0029.jpg,happiness
Andre_Agassi_0030.jpg,happiness
Andre_Agassi_0031.jpg,happiness
Andre_Agassi_0032.jpg,happiness
Andre_Agassi_0033.jpg,neutral
Andre_Agassi_0034.jpg,sadness
Andre_Agassi_0035.jpg,happiness
Andre_Agassi_0036.jpg,happiness
Andre_Bucher_0001.jpg,neutral
Andre_Lange_0001.jpg,neutral
Andre_Smith_0001.jpg,happiness
Andre_Techine_0001.jpg,neutral
Andrzej_Tyszkiewicz_0001.jpg,neutral
Andy_Benes_0001.jpg,neutral
Andy_Bryant_0001.jpg,neutral
Andy_Dick_0001.jpg,neutral
Andy_Garcia_0001.jpg,happiness
Andy_Graves_0001.jpg,neutral
Andy_Griffith_0001.jpg,happiness
Andy_Griggs_0001.jpg,happiness
Andy_Hebb_0001.jpg,neutral
Andy_Hebb_0002.jpg,neutral
Andy_Lau_0001.jpg,neutral
Andy_Madikians_0001.jpg,neutral
Andy_North_0001.jpg,neutral
Andy_Perez_0001.jpg,neutral
Andy_Roddick_0001.jpg,neutral
Andy_Roddick_0002.jpg,happiness
Andy_Roddick_0003.jpg,happiness
Andy_Roddick_0006.jpg,neutral
Andy_Roddick_0007.jpg,neutral
Andy_Roddick_0008.jpg,neutral
Andy_Roddick_0009.jpg,happiness
Andy_Roddick_0011.jpg,happiness
Andy_Roddick_0012.jpg,neutral
Andy_Roddick_0013.jpg,neutral
Andy_Roddick_0014.jpg,neutral
Andy_Rooney_0001.jpg,happiness
Andy_Warhol_0001.jpg,neutral
Anette_Hosoi_0001.jpg,sadness
AnFernce_Negron_0001.jpg,happiness
Angela_Alvarado_Rosa_0001.jpg,neutral
Angela_Bassett_0001.jpg,happiness
Angela_Bassett_0002.jpg,happiness
Angela_Bassett_0003.jpg,happiness
Angela_Bassett_0004.jpg,happiness
Angela_Bassett_0005.jpg,happiness
Angela_Bassett_0006.jpg,happiness
Angela_Lansbury_0001.jpg,happiness
Angela_Mascia-Frye_0001.jpg,happiness
Angela_Merkel_0001.jpg,happiness
Angela_Merkel_0002.jpg,happiness
Angela_Merkel_0003.jpg,neutral
Angela_Merkel_0004.jpg,happiness
Angela_Merkel_0005.jpg,happiness
Angelica_Romero_0001.jpg,neutral
Angelina_Jolie_0001.jpg,happiness
Angelina_Jolie_0002.jpg,happiness
Angelina_Jolie_0003.jpg,happiness
Angelina_Jolie_0004.jpg,happiness
Angelina_Jolie_0005.jpg,anger
Angelina_Jolie_0006.jpg,neutral
Angelina_Jolie_0007.jpg,neutral
Angelina_Jolie_0008.jpg,neutral
Angelina_Jolie_0009.jpg,neutral
Angelina_Jolie_0010.jpg,neutral
Angelina_Jolie_0011.jpg,happiness
Angelina_Jolie_0013.jpg,happiness
Angelina_Jolie_0014.jpg,neutral
Angelina_Jolie_0015.jpg,happiness
Angelina_Jolie_0016.jpg,neutral
Angelina_Jolie_0018.jpg,happiness
Angelina_Jolie_0019.jpg,neutral
Angelina_Jolie_0020.jpg,neutral
